date_tdb,jd_tdb,lambda_sidereal_deg,beta_deg,distance_au,ayanamsa_deg,x_au,y_au,z_au,vx_km_s,vy_km_s,vz_km_s,radial_velocity_km_s
2040-Apr-30 00:00:00.0000 TDB,2466274.50000,69.852852,-3.508087,179.087110,25.299024,-16.051187,178.029406,-10.958236,-23.489723,80.749986,-3.595910,82.598434
2040-May-01 00:00:00.0000 TDB,2466275.50000,69.855799,-3.507819,179.134732,25.299103,-16.064865,178.075950,-10.960313,-23.875093,80.427268,-3.595766,82.313033
2040-May-02 00:00:00.0000 TDB,2466276.50000,69.858821,-3.507554,179.182188,25.299181,-16.078765,178.122306,-10.962390,-24.255482,80.098180,-3.595558,82.020913
2040-May-03 00:00:00.0000 TDB,2466277.50000,69.861926,-3.507292,179.229473,25.299251,-16.092882,178.168470,-10.964466,-24.630737,79.762619,-3.595300,81.721961
2040-May-04 00:00:00.0000 TDB,2466278.50000,69.865118,-3.507034,179.276584,25.299305,-16.107214,178.214438,-10.966543,-25.000652,79.420518,-3.595008,81.416091
2040-May-05 00:00:00.0000 TDB,2466279.50000,69.868399,-3.506780,179.323515,25.299342,-16.121759,178.260207,-10.968619,-25.364990,79.071852,-3.594698,81.103261
2040-May-06 00:00:00.0000 TDB,2466280.50000,69.871767,-3.506529,179.370264,25.299363,-16.136512,178.305773,-10.970695,-25.723495,78.716647,-3.594388,80.783473
2040-May-07 00:00:00.0000 TDB,2466281.50000,69.875213,-3.506282,179.416827,25.299375,-16.151471,178.351131,-10.972771,-26.075905,78.354974,-3.594093,80.456777
2040-May-08 00:00:00.0000 TDB,2466282.50000,69.878731,-3.506039,179.463198,25.299385,-16.166631,178.396279,-10.974846,-26.421969,77.986948,-3.593826,80.123264
2040-May-09 00:00:00.0000 TDB,2466283.50000,69.882312,-3.505800,179.509375,25.299397,-16.181990,178.441212,-10.976922,-26.761449,77.612722,-3.593598,79.783066
2040-May-10 00:00:00.0000 TDB,2466284.50000,69.885951,-3.505564,179.555354,25.299419,-16.197542,178.485928,-10.978997,-27.094131,77.232481,-3.593418,79.436347
2040-May-11 00:00:00.0000 TDB,2466285.50000,69.889643,-3.505333,179.601131,25.299453,-16.213285,178.530422,-10.981073,-27.419828,76.846430,-3.593289,79.083295
2040-May-12 00:00:00.0000 TDB,2466286.50000,69.893386,-3.505106,179.646702,25.299500,-16.229213,178.574692,-10.983148,-27.738385,76.454794,-3.593214,78.724118
2040-May-13 00:00:00.0000 TDB,2466287.50000,69.897181,-3.504883,179.692064,25.299557,-16.245324,178.618734,-10.985223,-28.049675,76.057801,-3.593191,78.359032
2040-May-14 00:00:00.0000 TDB,2466288.50000,69.901030,-3.504664,179.737213,25.299621,-16.261612,178.662545,-10.987298,-28.353599,75.655681,-3.593218,77.988254
2040-May-15 00:00:00.0000 TDB,2466289.50000,69.904937,-3.504450,179.782147,25.299687,-16.278073,178.706123,-10.989374,-28.650080,75.248660,-3.593291,77.612002
2040-May-16 00:00:00.0000 TDB,2466290.50000,69.908903,-3.504240,179.826861,25.299753,-16.294704,178.749464,-10.991449,-28.939062,74.836957,-3.593404,77.230487
2040-May-17 00:00:00.0000 TDB,2466291.50000,69.912933,-3.504034,179.871354,25.299812,-16.311499,178.792566,-10.993524,-29.220500,74.420784,-3.593551,76.843914
2040-May-18 00:00:00.0000 TDB,2466292.50000,69.917026,-3.503833,179.915623,25.299864,-16.328455,178.835426,-10.995600,-29.494363,74.000350,-3.593724,76.452486
2040-May-19 00:00:00.0000 TDB,2466293.50000,69.921185,-3.503637,179.959663,25.299905,-16.345567,178.878042,-10.997676,-29.760631,73.575859,-3.593918,76.056403
2040-May-20 00:00:00.0000 TDB,2466294.50000,69.925407,-3.503445,180.003474,25.299935,-16.362830,178.920413,-10.999751,-30.019299,73.147516,-3.594123,75.655867
2040-May-21 00:00:00.0000 TDB,2466295.50000,69.929691,-3.503258,180.047053,25.299956,-16.380240,178.962534,-11.001827,-30.270379,72.715525,-3.594330,75.251078
2040-May-22 00:00:00.0000 TDB,2466296.50000,69.934031,-3.503075,180.090396,25.299972,-16.397794,179.004405,-11.003903,-30.513907,72.280086,-3.594527,74.842239
2040-May-23 00:00:00.0000 TDB,2466297.50000,69.938420,-3.502897,180.133502,25.299987,-16.415486,179.046024,-11.005979,-30.749951,71.841388,-3.594701,74.429538
2040-May-24 00:00:00.0000 TDB,2466298.50000,69.942850,-3.502724,180.176368,25.300009,-16.433312,179.087388,-11.008055,-30.978611,71.399593,-3.594838,74.013147
2040-May-25 00:00:00.0000 TDB,2466299.50000,69.947313,-3.502556,180.218993,25.300045,-16.451267,179.128497,-11.010131,-31.200015,70.954822,-3.594923,73.593192
2040-May-26 00:00:00.0000 TDB,2466300.50000,69.951803,-3.502393,180.261375,25.300100,-16.469349,179.169348,-11.012208,-31.414303,70.507135,-3.594942,73.169744
2040-May-27 00:00:00.0000 TDB,2466301.50000,69.956316,-3.502234,180.303511,25.300174,-16.487553,179.209939,-11.014284,-31.621602,70.056521,-3.594887,72.742803
2040-May-28 00:00:00.0000 TDB,2466302.50000,69.960859,-3.502081,180.345399,25.300263,-16.505874,179.250269,-11.016360,-31.821992,69.602910,-3.594755,72.312303
2040-May-29 00:00:00.0000 TDB,2466303.50000,69.965438,-3.501932,180.387038,25.300356,-16.524309,179.290336,-11.018436,-32.015480,69.146189,-3.594552,71.878133
2040-May-30 00:00:00.0000 TDB,2466304.50000,69.970065,-3.501788,180.428425,25.300442,-16.542853,179.330139,-11.020512,-32.201988,68.686246,-3.594290,71.440172
2040-May-31 00:00:00.0000 TDB,2466305.50000,69.974746,-3.501649,180.469557,25.300513,-16.561504,179.369675,-11.022588,-32.381367,68.223000,-3.593988,70.998326
2040-Jun-01 00:00:00.0000 TDB,2466306.50000,69.979484,-3.501515,180.510434,25.300564,-16.580256,179.408943,-11.024664,-32.553417,67.756427,-3.593664,70.552552
2040-Jun-02 00:00:00.0000 TDB,2466307.50000,69.984276,-3.501387,180.551052,25.300599,-16.599105,179.447940,-11.026739,-32.717915,67.286565,-3.593338,70.102867
2040-Jun-03 00:00:00.0000 TDB,2466308.50000,69.989115,-3.501263,180.591409,25.300621,-16.618047,179.486664,-11.028814,-32.874640,66.813510,-3.593026,69.649344
2040-Jun-04 00:00:00.0000 TDB,2466309.50000,69.993993,-3.501144,180.631503,25.300639,-16.637077,179.525115,-11.030889,-33.023387,66.337404,-3.592743,69.192105
2040-Jun-05 00:00:00.0000 TDB,2466310.50000,69.998900,-3.501030,180.671332,25.300659,-16.656190,179.563290,-11.032964,-33.163975,65.858426,-3.592497,68.731308
2040-Jun-06 00:00:00.0000 TDB,2466311.50000,70.003831,-3.500922,180.710893,25.300687,-16.675383,179.601187,-11.035039,-33.296247,65.376777,-3.592298,68.267138
2040-Jun-07 00:00:00.0000 TDB,2466312.50000,70.008780,-3.500819,180.750186,25.300726,-16.694649,179.638806,-11.037114,-33.420074,64.892677,-3.592149,67.799800
2040-Jun-08 00:00:00.0000 TDB,2466313.50000,70.013745,-3.500721,180.789208,25.300777,-16.713984,179.676144,-11.039188,-33.535352,64.406360,-3.592053,67.329512
2040-Jun-09 00:00:00.0000 TDB,2466314.50000,70.018725,-3.500629,180.827958,25.300839,-16.733384,179.713201,-11.041263,-33.642005,63.918062,-3.592009,66.856500
2040-Jun-10 00:00:00.0000 TDB,2466315.50000,70.023723,-3.500541,180.866433,25.300908,-16.752842,179.749975,-11.043337,-33.739978,63.428026,-3.592015,66.380999
2040-Jun-11 00:00:00.0000 TDB,2466316.50000,70.028740,-3.500460,180.904634,25.300981,-16.772355,179.786466,-11.045412,-33.829240,62.936492,-3.592069,65.903239
2040-Jun-12 00:00:00.0000 TDB,2466317.50000,70.033779,-3.500383,180.942558,25.301054,-16.791917,179.822673,-11.047487,-33.909782,62.443696,-3.592164,65.423454
2040-Jun-13 00:00:00.0000 TDB,2466318.50000,70.038843,-3.500312,180.980204,25.301122,-16.811523,179.858595,-11.049561,-33.981612,61.949869,-3.592294,64.941867
2040-Jun-14 00:00:00.0000 TDB,2466319.50000,70.043934,-3.500247,181.017571,25.301183,-16.831167,179.894231,-11.051636,-34.044752,61.455234,-3.592453,64.458701
2040-Jun-15 00:00:00.0000 TDB,2466320.50000,70.049052,-3.500187,181.054660,25.301232,-16.850846,179.929581,-11.053711,-34.099240,60.960007,-3.592633,63.974170
2040-Jun-16 00:00:00.0000 TDB,2466321.50000,70.054196,-3.500132,181.091468,25.301272,-16.870553,179.964646,-11.055786,-34.145124,60.464399,-3.592826,63.488485
2040-Jun-17 00:00:00.0000 TDB,2466322.50000,70.059364,-3.500083,181.127995,25.301301,-16.890285,179.999423,-11.057861,-34.182470,59.968616,-3.593023,63.001852
2040-Jun-18 00:00:00.0000 TDB,2466323.50000,70.064552,-3.500039,181.164241,25.301323,-16.910036,180.033915,-11.059936,-34.211357,59.472857,-3.593214,62.514474
2040-Jun-19 00:00:00.0000 TDB,2466324.50000,70.069753,-3.500001,181.200205,25.301343,-16.929801,180.068120,-11.062012,-34.231888,58.977315,-3.593387,62.026549
2040-Jun-20 00:00:00.0000 TDB,2466325.50000,70.074959,-3.499969,181.235887,25.301366,-16.949575,180.102040,-11.064087,-34.244191,58.482168,-3.593530,61.538261
2040-Jun-21 00:00:00.0000 TDB,2466326.50000,70.080164,-3.499941,181.271287,25.301400,-16.969355,180.135673,-11.066162,-34.248422,57.987566,-3.593631,61.049771
2040-Jun-22 00:00:00.0000 TDB,2466327.50000,70.085358,-3.499920,181.306406,25.301450,-16.989134,180.169021,-11.068238,-34.244762,57.493616,-3.593674,60.561198
2040-Jun-23 00:00:00.0000 TDB,2466328.50000,70.090538,-3.499904,181.341242,25.301520,-17.008909,180.202084,-11.070313,-34.233400,57.000367,-3.593649,60.072603
2040-Jun-24 00:00:00.0000 TDB,2466329.50000,70.095703,-3.499893,181.375795,25.301607,-17.028676,180.234862,-11.072389,-34.214508,56.507795,-3.593548,59.583979
2040-Jun-25 00:00:00.0000 TDB,2466330.50000,70.100862,-3.499888,181.410067,25.301704,-17.048429,180.267356,-11.074464,-34.188208,56.015815,-3.593372,59.095248
2040-Jun-26 00:00:00.0000 TDB,2466331.50000,70.106023,-3.499888,181.444056,25.301800,-17.068165,180.299566,-11.076540,-34.154538,55.524302,-3.593130,58.606286
2040-Jun-27 00:00:00.0000 TDB,2466332.50000,70.111197,-3.499893,181.477763,25.301882,-17.087879,180.331492,-11.078615,-34.113445,55.033134,-3.592836,58.116967
2040-Jun-28 00:00:00.0000 TDB,2466333.50000,70.116390,-3.499904,181.511187,25.301944,-17.107568,180.363135,-11.080690,-34.064793,54.542237,-3.592513,57.627203
2040-Jun-29 00:00:00.0000 TDB,2466334.50000,70.121599,-3.499920,181.544328,25.301987,-17.127226,180.394494,-11.082764,-34.008397,54.051608,-3.592181,57.136972
2040-Jun-30 00:00:00.0000 TDB,2466335.50000,70.126819,-3.499942,181.577185,25.302014,-17.146849,180.425569,-11.084839,-33.944063,53.561320,-3.591862,56.646327
2040-Jul-01 00:00:00.0000 TDB,2466336.50000,70.132041,-3.499969,181.609759,25.302033,-17.166433,180.456362,-11.086913,-33.871609,53.071515,-3.591570,56.155389
2040-Jul-02 00:00:00.0000 TDB,2466337.50000,70.137255,-3.500002,181.642050,25.302053,-17.185973,180.486872,-11.088988,-33.790890,52.582378,-3.591317,55.664326
2040-Jul-03 00:00:00.0000 TDB,2466338.50000,70.142454,-3.500040,181.674057,25.302080,-17.205463,180.517100,-11.091062,-33.701794,52.094121,-3.591111,55.173336
2040-Jul-04 00:00:00.0000 TDB,2466339.50000,70.147633,-3.500083,181.705781,25.302116,-17.224900,180.547046,-11.093136,-33.604245,51.606971,-3.590955,54.682635
2040-Jul-05 00:00:00.0000 TDB,2466340.50000,70.152788,-3.500132,181.737221,25.302164,-17.244278,180.576711,-11.095210,-33.498195,51.121163,-3.590852,54.192448
2040-Jul-06 00:00:00.0000 TDB,2466341.50000,70.157919,-3.500186,181.768378,25.302223,-17.263592,180.606096,-11.097283,-33.383621,50.636930,-3.590800,53.703002
2040-Jul-07 00:00:00.0000 TDB,2466342.50000,70.163026,-3.500246,181.799253,25.302290,-17.282837,180.635202,-11.099357,-33.260523,50.154508,-3.590799,53.214528
2040-Jul-08 00:00:00.0000 TDB,2466343.50000,70.168113,-3.500311,181.829846,25.302361,-17.302009,180.664030,-11.101431,-33.128919,49.674128,-3.590844,52.727254
2040-Jul-09 00:00:00.0000 TDB,2466344.50000,70.173182,-3.500381,181.860159,25.302433,-17.321103,180.692581,-11.103505,-32.988845,49.196021,-3.590931,52.241410
2040-Jul-10 00:00:00.0000 TDB,2466345.50000,70.178235,-3.500457,181.890191,25.302500,-17.340113,180.720857,-11.105579,-32.840357,48.720414,-3.591055,51.757223
2040-Jul-11 00:00:00.0000 TDB,2466346.50000,70.183275,-3.500538,181.919944,25.302560,-17.359035,180.748858,-11.107653,-32.683526,48.247526,-3.591208,51.274914
2040-Jul-12 00:00:00.0000 TDB,2466347.50000,70.188301,-3.500625,181.949419,25.302610,-17.377864,180.776588,-11.109727,-32.518441,47.777569,-3.591383,50.794701
2040-Jul-13 00:00:00.0000 TDB,2466348.50000,70.193315,-3.500717,181.978617,25.302649,-17.396595,180.804047,-11.111802,-32.345203,47.310750,-3.591571,50.316793
2040-Jul-14 00:00:00.0000 TDB,2466349.50000,70.198314,-3.500814,182.007540,25.302677,-17.415224,180.831237,-11.113876,-32.163932,46.847263,-3.591764,49.841392
2040-Jul-15 00:00:00.0000 TDB,2466350.50000,70.203294,-3.500917,182.036189,25.302697,-17.433746,180.858161,-11.115950,-31.974759,46.387294,-3.591952,49.368691
2040-Jul-16 00:00:00.0000 TDB,2466351.50000,70.208249,-3.501024,182.064566,25.302713,-17.452157,180.884820,-11.118025,-31.777832,45.931016,-3.592125,48.898876
2040-Jul-17 00:00:00.0000 TDB,2466352.50000,70.213173,-3.501137,182.092672,25.302731,-17.470451,180.911216,-11.120100,-31.573317,45.478591,-3.592272,48.432117
2040-Jul-18 00:00:00.0000 TDB,2466353.50000,70.218058,-3.501255,182.120510,25.302756,-17.488626,180.937352,-11.122174,-31.361400,45.030156,-3.592382,47.968568
2040-Jul-19 00:00:00.0000 TDB,2466354.50000,70.222897,-3.501379,182.148081,25.302794,-17.506675,180.963231,-11.124249,-31.142287,44.585824,-3.592443,47.508356
2040-Jul-20 00:00:00.0000 TDB,2466355.50000,70.227685,-3.501507,182.175388,25.302850,-17.524597,180.988854,-11.126324,-30.916197,44.145663,-3.592444,47.051567
2040-Jul-21 00:00:00.0000 TDB,2466356.50000,70.232419,-3.501640,182.202431,25.302923,-17.542385,181.014224,-11.128399,-30.683351,43.709687,-3.592377,46.598234
2040-Jul-22 00:00:00.0000 TDB,2466357.50000,70.237103,-3.501779,182.229214,25.303010,-17.560038,181.039344,-11.130473,-30.443951,43.277846,-3.592238,46.148325
2040-Jul-23 00:00:00.0000 TDB,2466358.50000,70.241746,-3.501922,182.255738,25.303101,-17.577550,181.064215,-11.132548,-30.198142,42.850035,-3.592031,45.701747
2040-Jul-24 00:00:00.0000 TDB,2466359.50000,70.246357,-3.502070,182.282004,25.303185,-17.594918,181.088841,-11.134623,-29.945991,42.426115,-3.591766,45.258369
2040-Jul-25 00:00:00.0000 TDB,2466360.50000,70.250945,-3.502223,182.308016,25.303251,-17.612139,181.113222,-11.136697,-29.687470,42.005955,-3.591461,44.818055
2040-Jul-26 00:00:00.0000 TDB,2466361.50000,70.255514,-3.502380,182.333774,25.303295,-17.629209,181.137362,-11.138771,-29.422471,41.589477,-3.591139,44.380718
2040-Jul-27 00:00:00.0000 TDB,2466362.50000,70.260059,-3.502543,182.359281,25.303321,-17.646123,181.161263,-11.140845,-29.150840,41.176680,-3.590822,43.946343
2040-Jul-28 00:00:00.0000 TDB,2466363.50000,70.264572,-3.502710,182.384537,25.303335,-17.662879,181.184926,-11.142919,-28.872413,40.767651,-3.590530,43.514998
2040-Jul-29 00:00:00.0000 TDB,2466364.50000,70.269042,-3.502881,182.409545,25.303346,-17.679473,181.208354,-11.144992,-28.587057,40.362545,-3.590277,43.086824
2040-Jul-30 00:00:00.0000 TDB,2466365.50000,70.273461,-3.503058,182.434307,25.303363,-17.695899,181.231549,-11.147066,-28.294682,39.961563,-3.590072,42.662012
2040-Jul-31 00:00:00.0000 TDB,2466366.50000,70.277823,-3.503239,182.458825,25.303389,-17.712154,181.254514,-11.149139,-27.995242,39.564928,-3.589920,42.240777
2040-Aug-01 00:00:00.0000 TDB,2466367.50000,70.282124,-3.503424,182.483100,25.303427,-17.728235,181.277252,-11.151213,-27.688734,39.172869,-3.589821,41.823343
2040-Aug-02 00:00:00.0000 TDB,2466368.50000,70.286364,-3.503614,182.507135,25.303475,-17.744136,181.299764,-11.153286,-27.375186,38.785610,-3.589776,41.409936
2040-Aug-03 00:00:00.0000 TDB,2466369.50000,70.290543,-3.503809,182.530933,25.303532,-17.759854,181.322054,-11.155359,-27.054649,38.403370,-3.589781,41.000776
2040-Aug-04 00:00:00.0000 TDB,2466370.50000,70.294665,-3.504008,182.554496,25.303595,-17.775386,181.344124,-11.157433,-26.727194,38.026362,-3.589832,40.596079
2040-Aug-05 00:00:00.0000 TDB,2466371.50000,70.298731,-3.504212,182.577827,25.303658,-17.790726,181.365979,-11.159506,-26.392905,37.654790,-3.589926,40.196056
2040-Aug-06 00:00:00.0000 TDB,2466372.50000,70.302745,-3.504420,182.600927,25.303718,-17.805871,181.387620,-11.161579,-26.051882,37.288856,-3.590055,39.800915
2040-Aug-07 00:00:00.0000 TDB,2466373.50000,70.306710,-3.504632,182.623802,25.303771,-17.820817,181.409052,-11.163653,-25.704241,36.928759,-3.590214,39.410863
2040-Aug-08 00:00:00.0000 TDB,2466374.50000,70.310626,-3.504849,182.646452,25.303814,-17.835560,181.430278,-11.165726,-25.350112,36.574689,-3.590396,39.026100
2040-Aug-09 00:00:00.0000 TDB,2466375.50000,70.314494,-3.505069,182.668882,25.303846,-17.850097,181.451301,-11.167800,-24.989643,36.226830,-3.590592,38.646823
2040-Aug-10 00:00:00.0000 TDB,2466376.50000,70.318313,-3.505294,182.691094,25.303867,-17.864424,181.472125,-11.169874,-24.622999,35.885358,-3.590792,38.273220
2040-Aug-11 00:00:00.0000 TDB,2466377.50000,70.322079,-3.505523,182.713092,25.303878,-17.878538,181.492753,-11.171948,-24.250361,35.550433,-3.590988,37.905468
2040-Aug-12 00:00:00.0000 TDB,2466378.50000,70.325787,-3.505756,182.734879,25.303885,-17.892435,181.513190,-11.174022,-23.871926,35.222202,-3.591169,37.543730
2040-Aug-13 00:00:00.0000 TDB,2466379.50000,70.329432,-3.505993,182.756460,25.303892,-17.906111,181.533439,-11.176096,-23.487907,34.900793,-3.591325,37.188152
2040-Aug-14 00:00:00.0000 TDB,2466380.50000,70.333005,-3.506234,182.777837,25.303904,-17.919565,181.553505,-11.178170,-23.098527,34.586309,-3.591445,36.838859
2040-Aug-15 00:00:00.0000 TDB,2466381.50000,70.336502,-3.506479,182.799013,25.303928,-17.932791,181.573391,-11.180244,-22.704025,34.278831,-3.591520,36.495953
2040-Aug-16 00:00:00.0000 TDB,2466382.50000,70.339916,-3.506727,182.819994,25.303967,-17.945789,181.593102,-11.182319,-22.304644,33.978402,-3.591540,36.159500
2040-Aug-17 00:00:00.0000 TDB,2466383.50000,70.343245,-3.506979,182.840782,25.304023,-17.958555,181.612641,-11.184393,-21.900632,33.685029,-3.591499,35.829531
2040-Aug-18 00:00:00.0000 TDB,2466384.50000,70.346491,-3.507235,182.861382,25.304093,-17.971086,181.632013,-11.186467,-21.492224,33.398669,-3.591393,35.506026
2040-Aug-19 00:00:00.0000 TDB,2466385.50000,70.349660,-3.507494,182.881796,25.304170,-17.983379,181.651221,-11.188541,-21.079626,33.119230,-3.591222,35.188915
2040-Aug-20 00:00:00.0000 TDB,2466386.50000,70.352761,-3.507756,182.902030,25.304246,-17.995434,181.670270,-11.190615,-20.662994,32.846580,-3.590993,34.878082
2040-Aug-21 00:00:00.0000 TDB,2466387.50000,70.355802,-3.508022,182.922085,25.304309,-18.007246,181.689163,-11.192689,-20.242406,32.580565,-3.590719,34.573383
2040-Aug-22 00:00:00.0000 TDB,2466388.50000,70.358791,-3.508291,182.941966,25.304352,-18.018815,181.707905,-11.194763,-19.817861,32.321045,-3.590420,34.274681
2040-Aug-23 00:00:00.0000 TDB,2466389.50000,70.361728,-3.508563,182.961677,25.304375,-18.030137,181.726498,-11.196836,-19.389284,32.067930,-3.590117,33.981882
2040-Aug-24 00:00:00.0000 TDB,2466390.50000,70.364606,-3.508838,182.981220,25.304382,-18.041211,181.744948,-11.198910,-18.956559,31.821211,-3.589831,33.694965
2040-Aug-25 00:00:00.0000 TDB,2466391.50000,70.367416,-3.509117,183.000599,25.304383,-18.052033,181.763256,-11.200983,-18.519571,31.580958,-3.589582,33.413992
2040-Aug-26 00:00:00.0000 TDB,2466392.50000,70.370148,-3.509398,183.019818,25.304386,-18.062602,181.781428,-11.203056,-18.078230,31.347315,-3.589381,33.139097
2040-Aug-27 00:00:00.0000 TDB,2466393.50000,70.372794,-3.509682,183.038879,25.304399,-18.072914,181.799467,-11.205129,-17.632500,31.120465,-3.589236,32.870462
2040-Aug-28 00:00:00.0000 TDB,2466394.50000,70.375351,-3.509969,183.057787,25.304424,-18.082968,181.817376,-11.207202,-17.182393,30.900615,-3.589148,32.608291
2040-Aug-29 00:00:00.0000 TDB,2466395.50000,70.377818,-3.510259,183.076546,25.304460,-18.092761,181.835161,-11.209275,-16.727968,30.687966,-3.589116,32.352794
2040-Aug-30 00:00:00.0000 TDB,2466396.50000,70.380196,-3.510552,183.095159,25.304507,-18.102290,181.852825,-11.211348,-16.269315,30.482716,-3.589137,32.104174
2040-Aug-31 00:00:00.0000 TDB,2466397.50000,70.382488,-3.510847,183.113631,25.304559,-18.111553,181.870373,-11.213421,-15.806548,30.285044,-3.589205,31.862623
2040-Sep-01 00:00:00.0000 TDB,2466398.50000,70.384697,-3.511145,183.131965,25.304614,-18.120547,181.887809,-11.215494,-15.339799,30.095120,-3.589316,31.628323
2040-Sep-02 00:00:00.0000 TDB,2466399.50000,70.386827,-3.511445,183.150166,25.304666,-18.129271,181.905138,-11.217567,-14.869209,29.913104,-3.589463,31.401447
